,Unnamed: 0,logs,cat
1873,1873,in korean travel ,transport
5437,5437,i had to pay for my house,bills
5625,5625,i paid for my cell phone bills today ,bills
5693,5693,charges for internet connection,bills
5796,5796,the e mails are paid ,bills
5077,5077,purchase stationary,shopping
6517,6517,paid yearly tax ,bills
4195,4195,i was going for sneakers ,shopping
4142,4142,this morning i bought a book about how to draw up a python ,shopping
2772,2772,i was on my way for a trip today ,transport
2266,2266,i took him to home ,transport
1249,1249,I went to fill gas on my car,transport
5930,5930,i made a monthly rent of my channel ,bills
616,616,today i bought fresh and fresh fruit at the market ,food
5824,5824,i paid my emi bills ,bills
2069,2069,i went to college to get a job ,transport
272,272,i bought you soup and noodles ,food
1896,1896,i had a short ride today ,transport
3942,3942,for kids i bought a uniform ,shopping
4751,4751,i bought novels ,shopping
1936,1936,today i went on my way and filled deisel out of the car on m car ,transport
111,111,i bought orea cookies coffee ,food
1408,1408,gasoline,transport
1684,1684,i bought 1 litre today ,transport
1095,1095,i ate breakfast at lunch ,food
4590,4590,buy a piece of cloth to marry,shopping
2460,2460,i drove to the office to take a ride on a rain,transport
1765,1765,expense for the journey,transport
4592,4592,purchased fabric for marriage and marriage and she had a wedding dress ,shopping
6488,6488,i paid my mobile bills today,bills
1422,1422,i m going to kochi today ,transport
6512,6512,I have full paid this month emi for the bike,bills
4237,4237,we bought a new fridge ,shopping
4399,4399,i bought an amazon prime for a month ,shopping
4210,4210,my purchase costs,shopping
1474,1474,i had to use my engine on ,transport
2112,2112,my bike was restored,transport
1353,1353,travel costs of travel travel ,transport
1558,1558,i went to the gas station today to clean up ,transport
6114,6114,i ve paid emi for the wheel this month ,bills
5504,5504,water bill paid for the price ,bills
2382,2382,i had to go to the house this morning ,transport
3216,3216,i bought allen solly shirts,shopping
3438,3438,i bought you the shoes of a nikki is ,shopping
1968,1968,i ve just been on the bus to an office today ,transport
1668,1668,today i left my car with a gasoline bomb ,transport
521,521,i went to the bakery and bought pies ,food
1933,1933,this is a day of celebration and i went to the supermarket and filled deisel on m car ,transport
3481,3481,buy ray ban sunglasses today,shopping
5340,5340,grey suit,shopping
1380,1380,i filled the fuel tanker this morning ,transport
1389,1389,today i filled the car with diesel ,transport
5247,5247,they bought a new television station ,shopping
3294,3294,bought sports equipments,shopping
855,855,i bought nuts for cashews and dried fruit ,food
6200,6200,taxes for payment,bills
1951,1951,i went to drive today and i took off deisel is car ,transport
964,964,order the burger food,food
2659,2659,the station is amount of fuel,transport
4403,4403,i bought amazon prime a month ago ,shopping
1738,1738,i went to waynead,transport
3986,3986,bought two pairs of shorts and shirts today ,shopping
1138,1138,today i went for vegetables shopping,food
5926,5926,i paid for my cable subscription ,bills
5890,5890,i pay the rent ,bills
6379,6379,the law of the county paid,bills
2247,2247,travel by bus,transport
3475,3475,new addidas shoes,shopping
5,5,i bought a meal from the hotel ,food
4362,4362,it cost me 1 300 i bought netflix subscription,shopping
1718,1718,i went to kollam today ,transport
3639,3639,bought a sony camera ,shopping
2906,2906,my daily expense,transport
366,366,it is my first time shopping today ,food
2818,2818,i got a gas tank on my bike ,transport
2404,2404,i bought gasoline on my car ,transport
3048,3048,borrowed ticket,transport
470,470,total price of purchases in the shop,food
849,849,i bought some nuts and dried herbs ,food
1997,1997,today i went to my office for a cab ,transport
2115,2115,my car broke down so i had to get a ride in the cab ,transport
762,762,i bought all the stuff from the house kitchen and bread ,food
5288,5288,i bought perfume and cologne ,shopping
2207,2207,i was in the office for the train today ,transport
3741,3741,today i have bought shoes at sale ,shopping
5597,5597,prepaid bills have been paid ,bills
2597,2597,i ve got my car and i m gon na need a replacement ,transport
4937,4937,they bought sports equipment ,shopping
1438,1438,i had to fix it ,transport
3547,3547,i bought the new clothes today ,shopping
925,925,money from the dinner dinner ,food
3396,3396,so the day we arrived in the middle of the evening i bought a pair of jeans and,shopping
5831,5831,i paid those bills for my emi ,bills
1699,1699,the petrol is on my car 10 litres i ll take it off you know,transport
858,858,i bought some coconut nuts and dried fruit,food
3993,3993,i bought two sets two trousers and a shirt today,shopping
4783,4783,i bought some new papers and books ,shopping
5849,5849,i paid my broadband bills ,bills
2774,2774,it is an expense for my travels ,transport
888,888,i bought chocolate and milk today ,food
945,945,i made a breakfast sandwich with jam ,food
4162,4162,we went shopping and bought a couple ,shopping
1169,1169,I have ordered my meals swiggy,food
3304,3304,purchased a new headphone,shopping
6073,6073,emi is deducted,bills
108,108,i bought orea is cookies coffee ,food
2224,2224,i had to go to work today on the bus ,transport
2793,2793,the cost of my trip to the goa ,transport
3339,3339,i m going for a trip and the price ,shopping
861,861,for meals,food
6453,6453,current rate of interest,bills
6093,6093,this month emi belongs to the bank ,bills
3793,3793,big indian sales,shopping
3047,3047,book a room ticket for a train,transport
67,67,coffee and chips for dessert ,food
5140,5140,buying a second headphone,shopping
3881,3881,today i have one fridge from online ,shopping
1189,1189,i had to travle by bus,transport
982,982,i ordered my hot breakfast ,food
1541,1541,i had to tramp by bus,transport
5570,5570,the water bill has been paid ,bills
1087,1087,i ate my food today all afternoon ,food
551,551,i bought some things from supermarket ,food
4696,4696,you said the ticket for the film was bought ,shopping
5225,5225,purchase of a graphics card,shopping
1153,1153,i bought meals today,food
5763,5763,i paid this month is mortgage with my own ,bills
4273,4273,new television costs,shopping
922,922,i want you to spend your money for dinner ,food
454,454,i just came for two ,food
1500,1500,she went for a bicycle ,transport
5322,5322,a black suit ,shopping
3526,3526,i really liked saree and bought them ,shopping
2282,2282,auto charge for office to office,transport
932,932,money for dinner?,food
1051,1051,i ordered burger with uber eats and they called me uber eats ,food
1571,1571,i went to get gas ,transport
4355,4355,i just bought a shirt and a dress ,shopping
4793,4793,i went in and purchased a couple of old books ,shopping
5501,5501,water bill is paid?,bills
1440,1440,i had to cut my car ,transport
4900,4900,making a uniform,shopping
5101,5101,i bought a colour printer from my friend jacob ,shopping
2835,2835,i had to fill my gas on the truck ,transport
2284,2284,auto expense from home and office,transport
6324,6324,he paid the rent on the house?,bills
1148,1148,went to hyper market for some food shopping,food
6031,6031,my emilio is all paid ,bills
4867,4867,i m just buying new bags for the office ,shopping
3335,3335,gas cost,shopping
5956,5956,the bill to pay the electricity is completely recovered ,bills
5677,5677,the fees charged for broadband internet connection,bills
1792,1792,fuel for the cars,transport
4053,4053,bought a computer ,shopping
2574,2574,the petrol ran on my car ,transport
4898,4898,make your uniform for kids ,shopping
32,32,purchases and snacks,food
6180,6180,tax is payable,bills
2601,2601,my car needs a new engine ,transport
3378,3378,i bought allen is t shirts ,shopping
4909,4909,make them uniforms for kids make them wear uniforms ,shopping
4385,4385,netflix has a year and a half,shopping
4746,4746,i bought new novels when i was little ,shopping
3495,3495,buy ray ban!,shopping
695,695,i paid cash for fish and meat ,food
1017,1017,i order you from,food
2620,2620,i went to the center of homw city ,transport
2125,2125,my car broke down so i had to get to a ride from uber ,transport
189,189,i bought 1 kg of chicken wings ,food
2401,2401,i m driving a tank full of fuel to my car ,transport
2062,2062,i went to university in uberwald ,transport
11,11,we bought food at the hotel ,food
1471,1471,he went for a ride in the city,transport
1719,1719,kollam is day trip,transport
2505,2505,my bike is not working so i had to fix it ,transport
5150,5150,did he get a new clip?,shopping
2681,2681,parking space for today ,transport
4702,4702,and i bought tickets to the cinema ,shopping
156,156,i bought rice and a lot of other vegetables ,food
490,490,today i bought vegetables ,food
6257,6257,i paid my debt this month ,bills
4238,4238,i bought a new fridge ,shopping
2879,2879,that i went on a really nice trip ,transport
2595,2595,my car needs repair ,transport
1746,1746,i went for ride is wayne,transport
2149,2149,today i flew to shkira by plane ,transport
1843,1843,booking flights,transport
678,678,i bought some lunch today ,food
1875,1875,she traveled to korea ,transport
528,528,i went to the bakery and bought cakes on the floor ,food
3983,3983,i bought two pair of t shirts today ,shopping
1589,1589,i went for a run on my bike ,transport
4129,4129,i went online for books bought by people,shopping
2826,2826,i put gasoline on my bike ,transport
5434,5434,i paid the mortgage today ,bills
1450,1450,i had to fix him up ,transport
3918,3918,i bought a uniform for kids ,shopping
57,57,today i got my glasses of ice and snack ,food
5123,5123,inkjet printer for,shopping
3124,3124,book tickets,transport
4145,4145,i bought a book of leros for lorists today ,shopping
2087,2087,i had to go to uber today ,transport
3617,3617,the new deal for amazon was delicious and i bought an i 95 i 95,shopping
6292,6292,bill amount bill to be paid at the rate of payment,bills
1742,1742,i went to waynad,transport
4942,4942,the gym bought sports equipment ,shopping
890,890,today i bought cookies and milk ,food
3094,3094,the petrol is on my car,transport
5855,5855,i pay for paid tv bills,bills
1952,1952,today i went to dinner and filled deisela on mccartney is motor ,transport
5372,5372,i bought a new biker ,shopping
1250,1250,went for a trip today,transport
899,899,today i bought biscuits and milk ,food
5488,5488,this month is special election bill is very high ,bills
3334,3334,gas prices,shopping
5821,5821,i paid the bills ,bills
2799,2799,the expense of my trip to goa ,transport
5723,5723,electricity payments have been fully paid ,bills
5541,5541,my house is paid fully ,bills
2873,2873,it was a nice trip ,transport
